region,month,SPI_raw,year,month_num,WUI_raw,SSI_global_raw,infra_index,SPI_z,WUI_z,SSI_z,infra_z,IDI,IDI_with_infra
원주,2024-08,0.334,2024,8,82.9,61.237526881720434,0.3944838039200373,0.3253452526794467,0.38507954837141967,-0.3826866354665566,-0.6094271841819835,0.10924605519476992,-0.07042225464941844
원주,2024-09,0.091,2024,9,82.9,65.10811111111111,0.3944838039200373,0.02486109701641918,0.38507954837141967,0.05613156993015602,-0.6094271841819835,0.1553574051059983,-0.03583874221599716
원주,2024-10,0.005,2024,10,82.9,75.67806451612903,0.3944838039200373,-0.0814830897614424,0.38507954837141967,1.2544746906137763,-0.6094271841819835,0.5193570497412512,0.23716099126044252
원주,2024-11,0.306,2024,11,82.9,77.69111111111111,0.3944838039200373,0.2907215639610731,0.38507954837141967,1.4826990210604136,-0.6094271841819835,0.7195000444643022,0.38726823730273074
원주,2024-12,1.347,2024,12,82.9,75.07913978494622,0.3944838039200373,1.5779808480977466,0.38507954837141967,1.1865730354296127,-0.6094271841819835,1.0498778106329263,0.6350515619291989
원주,2025-01,0.589,2025,1,83.5,70.95655913978494,0.3944838039200373,0.64066813207892,0.4433680362953523,0.719185340679024,-0.6094271841819835,0.6010738363510987,0.29844858121782813
원주,2025-02,-0.238,2025,2,83.5,66.25595238095238,0.3944838039200373,-0.3819672454244699,0.4433680362953523,0.18626532139002827,-0.6094271841819835,0.08255537075363689,-0.0904402679802682
원주,2025-03,-1.072,2025,3,83.5,62.9152688172043,0.3944838039200373,-1.4132585451074533,0.4433680362953523,-0.1924766667343335,-0.6094271841819835,-0.38745572518214483,-0.4429485899321045
원주,2025-04,-0.828,2025,4,83.5,62.89066666666667,0.3944838039200373,-1.111537829133055,0.4433680362953523,-0.1952658765559017,-0.6094271841819835,-0.28781188979786815,-0.368215713393897
원주,2025-05,-0.427,2025,5,83.5,59.35204301075269,0.3944838039200373,-0.6156771442734914,0.4433680362953523,-0.5964488479718153,-0.6094271841819835,-0.25625265198331815,-0.34454628503298446
원주,2025-06,-0.408,2025,6,83.5,47.56422222222224,0.3944838039200373,-0.5921824983574522,0.4433680362953523,-1.9328647628310813,-0.6094271841819835,-0.6938930749643938,-0.6727766022687912
원주,2025-07,-0.538,2025,7,83.5,51.010645161290334,0.3944838039200373,-0.752935338835615,0.4433680362953523,-1.5421348265914547,-0.6094271841819835,-0.6172340430439058,-0.6152823283284252
원주,2025-08,-0.975,2025,8,83.5,59.26634408602151,0.3944838039200373,-1.2933121949045165,0.4433680362953523,-0.6061647580583096,-0.6094271841819835,-0.48536963888915796,-0.5163840252123644
원주,2025-09,-0.999,2025,9,83.5,64.1108888888889,0.3944838039200373,-1.3229896423774081,0.4433680362953523,-0.05692610818841697,-0.6094271841819835,-0.31218257142349093,-0.38649372461311404
원주,2025-10,0.098,2025,10,83.5,70.96300000000001,0.3944838039200373,0.033517019196012576,0.4433680362953523,0.7199155577608082,-0.6094271841819835,0.3989335377507244,0.1468433572675474
인제,2023-01,0.503,2023,1,83.0,65.25946236559139,0.521583990587249,0.5343239453010584,0.3947942963587413,0.0732906554685247,0.5890482741232209,0.3341362990427748,0.3978642928128864
인제,2023-02,0.985,2023,2,83.0,61.48535714285714,0.521583990587249,1.1303460153816316,0.3947942963587413,-0.35458947390391365,0.5890482741232209,0.3901836126121531,0.4398997779899201
인제,2023-03,-0.003,2023,3,83.0,57.384408602150536,0.521583990587249,-0.09137557225240628,0.3947942963587413,-0.8195246806854578,0.5890482741232209,-0.1720353188597076,0.01823557938602452
인제,2023-04,-0.185,2023,4,83.0,54.42122222222222,0.521583990587249,-0.31642954892183434,0.3947942963587413,-1.155468830827573,0.5890482741232209,-0.35903469446355535,-0.12201395231686127
인제,2023-05,-0.019,2023,5,83.0,54.32365591397849,0.521583990587249,-0.11116053723433401,0.3947942963587413,-1.166530177061972,0.5890482741232209,-0.2942988059791882,-0.07346203595358594
인제,2023-06,0.283,2023,6,83.0,51.623,0.521583990587249,0.26228067679955197,0.3947942963587413,-1.4727105651716563,0.5890482741232209,-0.27187853067112105,-0.05664682947253555
인제,2023-07,0.706,2023,7,83.0,57.122580645161285,0.521583990587249,0.7853456885092667,0.3947942963587413,-0.8492087974490912,0.5890482741232209,0.11031039580630564,0.22999486538553446
인제,2023-08,0.124,2023,8,83.0,63.80010752688171,0.521583990587249,0.06566758729164514,0.3947942963587413,-0.09216019985633225,0.5890482741232209,0.12276722793135138,0.23933748947931877
인제,2023-09,-0.021,2023,9,83.0,72.75544444444444,0.521583990587249,-0.113633657857075,0.3947942963587413,0.923129648391316,0.5890482741232209,0.401430095630994,0.4483346402540508
인제,2023-10,-0.485,2023,10,83.0,75.08333333333336,0.521583990587249,-0.6873976423329793,0.3947942963587413,1.1870484689219298,0.5890482741232209,0.2981483743158973,0.3708733492677282
인제,2023-11,0.229,2023,11,83.0,75.25422222222223,0.521583990587249,0.19550641998554597,0.3947942963587413,1.2064225869103806,0.5890482741232209,0.598907767751556,0.5964428943444722
인제,2023-12,0.939,2023,12,83.0,75.03129032258066,0.521583990587249,1.0734642410585893,0.3947942963587413,1.1811482173763033,0.5890482741232209,0.8831355849312112,0.8096137572292137
인제,2024-01,1.641,2024,1,88.0,74.22086021505375,0.521583990587249,1.9415295796406689,0.8805316957248511,1.0892676473362581,0.5890482741232209,1.3037763075672595,1.1250942992062498
인제,2024-02,1.299,2024,2,88.0,73.21758620689656,0.521583990587249,1.5186259531519635,0.8805316957248511,0.9755238624994114,0.5890482741232209,1.1248938371254087,0.9909324463748618
인제,2024-03,1.045,2024,3,88.0,77.35247311827958,0.521583990587249,1.2045396340638606,0.8805316957248511,1.4443067506726244,0.5890482741232209,1.1764593601537785,1.0296065886461392
인제,2024-04,0.188,2024,4,88.0,71.74188888888891,0.521583990587249,0.1448074472193561,0.8805316957248511,0.8082202177731993,0.5890482741232209,0.6111864535724688,0.6056519087101568
인제,2024-05,-0.154,2024,5,88.0,61.732580645161285,0.521583990587249,-0.27809617926934926,0.8805316957248511,-0.32656110216891254,0.5890482741232209,0.09195813809552977,0.21623067210245256
인제,2024-06,-0.597,2024,6,88.0,49.283444444444434,0.521583990587249,-0.8258923972064734,0.8805316957248511,-1.7379520660590866,0.5890482741232209,-0.5611042558469029,-0.273566123354372
인제,2024-07,0.302,2024,7,88.0,55.669677419354834,0.521583990587249,0.2857753227155912,0.8805316957248511,-1.0139282166319283,0.5890482741232209,0.05079293393617131,0.1853567689829337
인제,2024-08,-0.191,2024,8,88.0,61.237526881720434,0.521583990587249,-0.32384891079005723,0.8805316957248511,-0.3826866354665566,0.5890482741232209,0.05799871648941244,0.19076110589786455
인제,2024-09,-0.433,2024,9,88.0,65.10811111111111,0.521583990587249,-0.6230965061417143,0.8805316957248511,0.05613156993015602,0.5890482741232209,0.1045222531710976,0.22565375840912844
인제,2024-10,-0.395,2024,10,88.0,75.67806451612903,0.521583990587249,-0.576107214309636,0.8805316957248511,1.2544746906137763,0.5890482741232209,0.5196330573429971,0.5369868615380531
인제,2024-11,0.349,2024,11,88.0,77.69111111111111,0.521583990587249,0.34389365735000393,0.8805316957248511,1.4826990210604136,0.5890482741232209,0.9023747913784229,0.8240431620646225
인제,2024-12,1.274,2024,12,88.0,75.07913978494622,0.521583990587249,1.4877119453677015,0.8805316957248511,1.1865730354296127,0.5890482741232209,1.1849388921740551,1.0359662376613465
인제,2025-01,0.032,2025,1,95.1,70.95655913978494,0.521583990587249,-0.04809596135443935,1.5702788028247263,0.719185340679024,0.5890482741232209,0.7471227273831036,0.707604114068133
인제,2025-02,-0.752,2025,2,95.1,66.25595238095238,0.521583990587249,-1.0175592454688984,1.5702788028247263,0.18626532139002827,0.5890482741232209,0.24632829291528538,0.33200828821726924
인제,2025-03,-0.43,2025,3,95.1,62.9152688172043,0.521583990587249,-0.6193868252076028,1.5702788028247263,-0.1924766667343335,0.5890482741232209,0.2528051036275967,0.33686589625150276
인제,2025-04,0.16,2025,4,95.1,62.89066666666667,0.521583990587249,0.11018375850098257,1.5702788028247263,-0.1952658765559017,0.5890482741232209,0.49506556158993575,0.5185612397232571
인제,2025-05,0.419,2025,5,95.1,59.35204301075269,0.521583990587249,0.4304528791459378,1.5702788028247263,-0.5964488479718153,0.5890482741232209,0.4680942779996162,0.49833277703051737
인제,2025-06,-0.107,2025,6,95.1,47.56422222222224,0.521583990587249,-0.21997784463493658,1.5702788028247263,-1.9328647628310813,0.5890482741232209,-0.1941879348804305,0.0016211173704823445
인제,2025-07,-0.766,2025,7,95.1,51.010645161290334,0.521583990587249,-1.0348710898280853,1.5702788028247263,-1.5421348265914547,0.5890482741232209,-0.33557570453160457,-0.1044197098678982
인제,2025-08,-0.94,2025,8,95.1,59.26634408602151,0.521583990587249,-1.2500325840065494,1.5702788028247263,-0.6061647580583096,0.5890482741232209,-0.09530617974671089,0.07578243372077206
인제,2025-09,-0.304,2025,9,95.1,64.1108888888889,0.521583990587249,-0.4635802259749219,1.5702788028247263,-0.05692610818841697,0.5890482741232209,0.3499241562204625,0.4097051856961521
인제,2025-10,0.832,2025,10,95.1,70.96300000000001,0.521583990587249,0.9411522877419476,1.5702788028247263,0.7199155577608082,0.5890482741232209,1.077115549442494,0.9550987306126758
철원,2023-01,0.511,2023,1,64.4,65.25946236559139,0.4183778599840574,0.5442164277920223,-1.4121488292831865,0.0732906554685247,-0.384121143781933,-0.26488058200754655,-0.29469072245114314
철원,2023-02,0.7,2023,2,64.4,61.48535714285714,0.4183778599840574,0.7779263266410438,-1.4121488292831865,-0.35458947390391365,-0.384121143781933,-0.3296039921820188,-0.3432332800819973
철원,2023-03,-0.504,2023,3,64.4,57.384408602150536,0.4183778599840574,-0.7108922882490185,-1.4121488292831865,-0.8195246806854578,-0.384121143781933,-0.9808552660725542,-0.8316717354998989
철원,2023-04,-0.404,2023,4,64.4,54.42122222222222,0.4183778599840574,-0.5872362571119703,-1.4121488292831865,-1.155468830827573,-0.384121143781933,-1.0516179724075767,-0.8847437652511657
철원,2023-05,0.344,2023,5,64.4,54.32365591397849,0.4183778599840574,0.3377108557931515,-1.4121488292831865,-1.166530177061972,-0.384121143781933,-0.7469893835173357,-0.656272323583485
철원,2023-06,0.929,2023,6,64.4,51.623,0.4183778599840574,1.0610986379448846,-1.4121488292831865,-1.4727105651716563,-0.384121143781933,-0.6079202521699861,-0.5519704750729728
철원,2023-07,1.122,2023,7,64.4,57.122580645161285,0.4183778599840574,1.299754778039388,-1.4121488292831865,-0.8492087974490912,-0.384121143781933,-0.32053428289762986,-0.33643099811870564
철원,2023-08,0.373,2023,8,64.4,63.80010752688171,0.4183778599840574,0.37357110482289557,-1.4121488292831865,-0.09216019985633225,-0.384121143781933,-0.3769126414388744,-0.378714767024639
