瘤痢,瘤痢疙,老矫,SPI3,SPI6
95,枚盔,2025-06-29,1.07,.69
95,枚盔,2025-06-30,.97,.6
95,枚盔,2025-07-01,.86,.52
95,枚盔,2025-07-02,.79,.44
95,枚盔,2025-07-03,.74,.39
95,枚盔,2025-07-04,.75,.41
95,枚盔,2025-07-05,.48,.3
95,枚盔,2025-07-06,.48,.27
95,枚盔,2025-07-07,.45,.25
95,枚盔,2025-07-08,.36,.16
95,枚盔,2025-07-09,.28,.1
95,枚盔,2025-07-10,.21,.02
95,枚盔,2025-07-11,.15,-.02
95,枚盔,2025-07-12,-.03,-.12
95,枚盔,2025-07-13,-.06,-.1
95,枚盔,2025-07-14,-.11,-.13
95,枚盔,2025-07-15,-.19,-.21
95,枚盔,2025-07-16,-.17,-.2
95,枚盔,2025-07-17,-.18,-.22
95,枚盔,2025-07-18,-.16,-.21
95,枚盔,2025-07-19,-.14,-.05
95,枚盔,2025-07-20,.31,.36
95,枚盔,2025-07-21,.27,.32
95,枚盔,2025-07-22,.05,.28
95,枚盔,2025-07-23,0,.23
95,枚盔,2025-07-24,-.06,.16
95,枚盔,2025-07-25,-.12,.1
95,枚盔,2025-07-26,-.17,.03
95,枚盔,2025-07-27,-.22,-.05
95,枚盔,2025-07-28,-.27,-.11
95,枚盔,2025-07-29,-.28,-.14
95,枚盔,2025-07-30,-.32,-.18
95,枚盔,2025-07-31,-.37,-.23
95,枚盔,2025-08-01,-.51,-.31
95,枚盔,2025-08-02,-.55,-.36
95,枚盔,2025-08-03,-.6,-.4
95,枚盔,2025-08-04,-.64,-.44
95,枚盔,2025-08-05,-.66,-.48
95,枚盔,2025-08-06,-.55,-.41
95,枚盔,2025-08-07,-.56,-.45
95,枚盔,2025-08-08,-.58,-.47
95,枚盔,2025-08-09,-.69,-.51
95,枚盔,2025-08-10,-.83,-.54
95,枚盔,2025-08-11,-.83,-.56
95,枚盔,2025-08-12,-.79,-.59
95,枚盔,2025-08-13,-.2,-.09
95,枚盔,2025-08-14,.14,.23
95,枚盔,2025-08-15,.06,.19
95,枚盔,2025-08-16,.04,.18
95,枚盔,2025-08-17,.03,.16
95,枚盔,2025-08-18,.04,.15
95,枚盔,2025-08-19,.03,.13
95,枚盔,2025-08-20,0,.08
95,枚盔,2025-08-21,-.03,.06
95,枚盔,2025-08-22,-.04,.05
95,枚盔,2025-08-23,-.08,.01
95,枚盔,2025-08-24,-.1,-.01
95,枚盔,2025-08-25,.07,.14
95,枚盔,2025-08-26,.24,.32
95,枚盔,2025-08-27,.21,.28
95,枚盔,2025-08-28,.17,.26
95,枚盔,2025-08-29,.15,.23
95,枚盔,2025-08-30,.2,.28
95,枚盔,2025-08-31,.27,.34
95,枚盔,2025-09-01,.32,.39
95,枚盔,2025-09-02,.3,.31
95,枚盔,2025-09-03,.29,.28
95,枚盔,2025-09-04,.36,.35
95,枚盔,2025-09-05,.33,.32
95,枚盔,2025-09-06,.44,.43
95,枚盔,2025-09-07,.44,.42
95,枚盔,2025-09-08,.44,.42
95,枚盔,2025-09-09,.43,.41
95,枚盔,2025-09-10,.42,.37
95,枚盔,2025-09-11,.4,.35
95,枚盔,2025-09-12,.41,.36
95,枚盔,2025-09-13,.47,.42
95,枚盔,2025-09-14,.48,.42
95,枚盔,2025-09-15,.38,.41
95,枚盔,2025-09-16,.32,.41
95,枚盔,2025-09-17,.53,.62
95,枚盔,2025-09-18,.54,.6
95,枚盔,2025-09-19,.57,.62
95,枚盔,2025-09-20,.26,.66
95,枚盔,2025-09-21,.25,.65
95,枚盔,2025-09-22,.25,.65
95,枚盔,2025-09-23,.27,.65
95,枚盔,2025-09-24,.33,.71
95,枚盔,2025-09-25,.34,.71
95,枚盔,2025-09-26,.37,.71
95,枚盔,2025-09-27,.38,.71
95,枚盔,2025-09-28,.41,.76
95,枚盔,2025-09-29,.44,.75
95,枚盔,2025-09-30,.48,.76
95,枚盔,2025-10-01,.51,.75
95,枚盔,2025-10-02,.55,.75
95,枚盔,2025-10-03,.55,.73
95,枚盔,2025-10-04,.53,.73
95,枚盔,2025-10-05,.56,.66
95,枚盔,2025-10-06,.62,.71
95,枚盔,2025-10-07,.64,.72
95,枚盔,2025-10-08,.69,.72
95,枚盔,2025-10-09,.73,.73
95,枚盔,2025-10-10,.9,.86
95,枚盔,2025-10-11,1.14,1.04
95,枚盔,2025-10-12,1.17,1.01
95,枚盔,2025-10-13,1.22,1.05
95,枚盔,2025-10-14,1.26,1.04
95,枚盔,2025-10-15,1.32,1.05
95,枚盔,2025-10-16,1.31,1.05
95,枚盔,2025-10-17,1.35,1.07
95,枚盔,2025-10-18,1.4,1.11
95,枚盔,2025-10-19,1.33,1.02
95,枚盔,2025-10-20,1.1,1.03
95,枚盔,2025-10-21,1.14,1.03
95,枚盔,2025-10-22,1.15,.93
95,枚盔,2025-10-23,1.2,.93
95,枚盔,2025-10-24,1.26,.93
95,枚盔,2025-10-25,1.27,.94
95,枚盔,2025-10-26,1.32,.95
95,枚盔,2025-10-27,1.33,.94
95,枚盔,2025-10-28,1.35,.94
95,枚盔,2025-10-29,1.36,.96
95,枚盔,2025-10-30,1.4,.97
95,枚盔,2025-10-31,1.48,.97
101,冕玫,2023-01-01,0,0
101,冕玫,2023-01-02,1.79,1.14
101,冕玫,2023-01-03,.08,1.18
101,冕玫,2023-01-04,-.21,1.18
101,冕玫,2023-01-05,-.19,1.18
101,冕玫,2023-01-06,-.13,1.19
101,冕玫,2023-01-07,-.07,1.19
101,冕玫,2023-01-08,-.06,1.21
101,冕玫,2023-01-09,-.33,1.28
101,冕玫,2023-01-10,-.29,1.29
101,冕玫,2023-01-11,-.26,1.35
101,冕玫,2023-01-12,-.22,1.43
101,冕玫,2023-01-13,.47,1.29
101,冕玫,2023-01-14,.54,1.33
101,冕玫,2023-01-15,.84,1.45
101,冕玫,2023-01-16,.85,1.52
101,冕玫,2023-01-17,.87,1.55
101,冕玫,2023-01-18,.88,1.59
101,冕玫,2023-01-19,.92,1.63
101,冕玫,2023-01-20,.94,1.68
101,冕玫,2023-01-21,.94,1.61
101,冕玫,2023-01-22,1.01,1.66
101,冕玫,2023-01-23,1.03,1.62
101,冕玫,2023-01-24,1.06,1.63
101,冕玫,2023-01-25,1.09,1.66
101,冕玫,2023-01-26,1.08,1.71
101,冕玫,2023-01-27,1.14,1.75
101,冕玫,2023-01-28,1.17,1.79
101,冕玫,2023-01-29,1.21,1.78
101,冕玫,2023-01-30,1.22,1.8
101,冕玫,2023-01-31,1.26,1.77
101,冕玫,2023-02-01,1.21,1.79
101,冕玫,2023-02-02,1.21,1.7
101,冕玫,2023-02-03,1.19,1.7
101,冕玫,2023-02-04,1.22,1.75
101,冕玫,2023-02-05,1.31,1.8
101,冕玫,2023-02-06,1.37,1.84
101,冕玫,2023-02-07,1.42,1.83
101,冕玫,2023-02-08,1.54,1.51
101,冕玫,2023-02-09,1.58,1.14
101,冕玫,2023-02-10,1.59,1.17
101,冕玫,2023-02-11,1.64,1.09
101,冕玫,2023-02-12,.71,1.13
101,冕玫,2023-02-13,.71,1.13
101,冕玫,2023-02-14,.72,1.08
101,冕玫,2023-02-15,.7,.98
101,冕玫,2023-02-16,.63,1.01
101,冕玫,2023-02-17,.67,1.03
101,冕玫,2023-02-18,.68,1.04
101,冕玫,2023-02-19,.76,.98
101,冕玫,2023-02-20,.77,1.09
101,冕玫,2023-02-21,.75,1.15
101,冕玫,2023-02-22,.72,1.15
101,冕玫,2023-02-23,.71,1.25
101,冕玫,2023-02-24,.74,1.36
101,冕玫,2023-02-25,.73,1.46
101,冕玫,2023-02-26,.75,1.48
101,冕玫,2023-02-27,.72,1.56
101,冕玫,2023-02-28,.12,1.7
101,冕玫,2023-03-01,.08,1.83
101,冕玫,2023-03-02,.08,1.9
101,冕玫,2023-03-03,.03,1.96
101,冕玫,2023-03-04,.03,1.82
101,冕玫,2023-03-05,-.01,.7
101,冕玫,2023-03-06,-.02,.31
101,冕玫,2023-03-07,-.01,.33
101,冕玫,2023-03-08,0,.36
101,冕玫,2023-03-09,.01,.39
101,冕玫,2023-03-10,.02,.51
101,冕玫,2023-03-11,0,.62
101,冕玫,2023-03-12,.14,.73
101,冕玫,2023-03-13,.09,.78
101,冕玫,2023-03-14,.09,.83
101,冕玫,2023-03-15,0,.87
101,冕玫,2023-03-16,0,.87
101,冕玫,2023-03-17,-.01,.96
101,冕玫,2023-03-18,-.04,1.03
101,冕玫,2023-03-19,-.06,1.09
101,冕玫,2023-03-20,-.08,1.16
101,冕玫,2023-03-21,-.2,1.24
101,冕玫,2023-03-22,-.19,1.24
101,冕玫,2023-03-23,-.24,1.2
101,冕玫,2023-03-24,-.28,1.26
101,冕玫,2023-03-25,-.3,1.26
101,冕玫,2023-03-26,-.38,1.26
101,冕玫,2023-03-27,-.39,1.28
101,冕玫,2023-03-28,-.4,1.26
101,冕玫,2023-03-29,-.42,1.28
101,冕玫,2023-03-30,-.44,1.29
101,冕玫,2023-03-31,-.48,1.26
101,冕玫,2023-04-01,-.49,1.28
101,冕玫,2023-04-02,-.51,1.18
101,冕玫,2023-04-03,-.54,-.32
101,冕玫,2023-04-04,-.46,-.52
101,冕玫,2023-04-05,.53,.11
101,冕玫,2023-04-06,.46,.11
101,冕玫,2023-04-07,.36,.09
101,冕玫,2023-04-08,.35,.09
101,冕玫,2023-04-09,.32,-.11
101,冕玫,2023-04-10,.26,-.12
101,冕玫,2023-04-11,.39,0
101,冕玫,2023-04-12,.28,-.02
101,冕玫,2023-04-13,-.47,-.05
101,冕玫,2023-04-14,-.57,-.07
101,冕玫,2023-04-15,-.87,-.01
101,冕玫,2023-04-16,-.85,0
101,冕玫,2023-04-17,-.88,-.02
101,冕玫,2023-04-18,-.71,.08
101,冕玫,2023-04-19,-.8,.04
101,冕玫,2023-04-20,-.84,.02
101,冕玫,2023-04-21,-.9,0
101,冕玫,2023-04-22,-.95,-.02
101,冕玫,2023-04-23,-.95,-.05
101,冕玫,2023-04-24,-.96,-.06
101,冕玫,2023-04-25,-.93,-.05
101,冕玫,2023-04-26,-1.01,-.1
101,冕玫,2023-04-27,-1.04,-.1
101,冕玫,2023-04-28,-1.09,-.1
101,冕玫,2023-04-29,-.58,.22
101,冕玫,2023-04-30,-.62,.2
101,冕玫,2023-05-01,-.6,.2
101,冕玫,2023-05-02,-.61,.19
101,冕玫,2023-05-03,-.65,.15
101,冕玫,2023-05-04,-.65,.15
101,冕玫,2023-05-05,.08,.71
101,冕玫,2023-05-06,.49,1.04
101,冕玫,2023-05-07,.35,.96
101,冕玫,2023-05-08,.33,.98
101,冕玫,2023-05-09,.29,.96
101,冕玫,2023-05-11,.19,.91
101,冕玫,2023-05-12,.13,.39
101,冕玫,2023-05-13,.02,.27
101,冕玫,2023-05-14,0,.24
101,冕玫,2023-05-15,0,.23
101,冕玫,2023-05-16,-.02,.18
101,冕玫,2023-05-17,-.04,.16
101,冕玫,2023-05-18,-.11,.1
101,冕玫,2023-05-19,-.16,.09
101,冕玫,2023-05-20,-.18,.08
101,冕玫,2023-05-21,-.18,.07
101,冕玫,2023-05-22,-.19,.05
101,冕玫,2023-05-23,-.2,.05
101,冕玫,2023-05-24,-.23,.03
101,冕玫,2023-05-25,-.28,-.01
101,冕玫,2023-05-26,-.29,-.02
101,冕玫,2023-05-27,-.09,.15
101,冕玫,2023-05-28,.17,.1
101,冕玫,2023-05-29,.23,.15
101,冕玫,2023-05-30,.2,.15
101,冕玫,2023-05-31,.18,.12
101,冕玫,2023-06-01,.17,.1
101,冕玫,2023-06-02,.12,.05
101,冕玫,2023-06-03,.12,.02
101,冕玫,2023-06-04,.13,.03
101,冕玫,2023-06-05,.13,.01
101,冕玫,2023-06-06,.12,0
101,冕玫,2023-06-07,.09,-.01
101,冕玫,2023-06-08,.07,-.02
101,冕玫,2023-06-09,.38,.29
101,冕玫,2023-06-10,.44,.36
101,冕玫,2023-06-11,.65,.57
101,冕玫,2023-06-12,.56,.52
101,冕玫,2023-06-13,.55,.49
101,冕玫,2023-06-14,.53,.47
101,冕玫,2023-06-15,.52,.42
101,冕玫,2023-06-16,.51,.41
101,冕玫,2023-06-17,.49,.39
101,冕玫,2023-06-18,.45,.33
101,冕玫,2023-06-19,.41,.29
101,冕玫,2023-06-20,.38,.25
101,冕玫,2023-06-21,.55,.39
101,冕玫,2023-06-22,.52,.36
101,冕玫,2023-06-23,.47,.31
101,冕玫,2023-06-24,.43,.26
101,冕玫,2023-06-25,.33,.16
101,冕玫,2023-06-26,.7,.5
101,冕玫,2023-06-27,.74,.55
101,冕玫,2023-06-28,.73,.54
101,冕玫,2023-06-29,1.19,.98
101,冕玫,2023-06-30,1.31,1.1
101,冕玫,2023-07-01,1.16,.97
101,冕玫,2023-07-02,1.06,.87
101,冕玫,2023-07-03,.98,.79
101,冕玫,2023-07-04,1.19,1.02
101,冕玫,2023-07-05,1.01,1.04
101,冕玫,2023-07-06,1,1.01
101,冕玫,2023-07-07,.96,.95
101,冕玫,2023-07-08,.89,.87
101,冕玫,2023-07-09,.89,.87
101,冕玫,2023-07-10,.87,.85
101,冕玫,2023-07-11,.95,.94
101,冕玫,2023-07-12,.86,.84
101,冕玫,2023-07-13,1.06,.92
101,冕玫,2023-07-14,1.15,1
101,冕玫,2023-07-15,1.06,.88
101,冕玫,2023-07-16,1,.81
101,冕玫,2023-07-17,.96,.77
101,冕玫,2023-07-18,.91,.74
101,冕玫,2023-07-19,.89,.71
101,冕玫,2023-07-20,.88,.68
101,冕玫,2023-07-21,.85,.64
101,冕玫,2023-07-22,.83,.61
101,冕玫,2023-07-23,.86,.63
101,冕玫,2023-07-24,.85,.61
101,冕玫,2023-07-25,.78,.54
101,冕玫,2023-07-26,.8,.55
101,冕玫,2023-07-27,.69,.46
101,冕玫,2023-07-28,.65,.41
101,冕玫,2023-07-29,.55,.38
101,冕玫,2023-07-30,.54,.36
101,冕玫,2023-07-31,.52,.34
101,冕玫,2023-08-01,.47,.29
101,冕玫,2023-08-02,.42,.25
101,冕玫,2023-08-03,.37,.19
101,冕玫,2023-08-04,.34,.15
101,冕玫,2023-08-05,.16,.13
101,冕玫,2023-08-06,.02,.09
101,冕玫,2023-08-07,0,.04
101,冕玫,2023-08-08,-.03,0
101,冕玫,2023-08-09,-.05,-.01
101,冕玫,2023-08-10,.12,.13
101,冕玫,2023-08-11,.14,.14
101,冕玫,2023-08-12,.14,.12
101,冕玫,2023-08-13,.14,.09
101,冕玫,2023-08-14,.12,.06
101,冕玫,2023-08-15,.07,.02
101,冕玫,2023-08-16,.07,0
101,冕玫,2023-08-17,.06,-.01
101,冕玫,2023-08-18,.06,-.03
101,冕玫,2023-08-19,.04,-.06
101,冕玫,2023-08-20,0,-.11
101,冕玫,2023-08-21,-.04,-.16
101,冕玫,2023-08-22,-.05,-.17
101,冕玫,2023-08-23,.18,.07
101,冕玫,2023-08-24,.24,.12
101,冕玫,2023-08-25,.23,.09
101,冕玫,2023-08-26,.21,.07
101,冕玫,2023-08-27,.12,.03
101,冕玫,2023-08-28,.04,.02
101,冕玫,2023-08-29,.08,.09
101,冕玫,2023-08-30,.11,.11
101,冕玫,2023-08-31,.09,.09
101,冕玫,2023-09-01,.05,.04
101,冕玫,2023-09-02,.02,0
101,冕玫,2023-09-03,.01,0
101,冕玫,2023-09-04,0,-.01
101,冕玫,2023-09-05,-.02,-.04
101,冕玫,2023-09-06,-.03,-.05
101,冕玫,2023-09-07,-.03,-.06
101,冕玫,2023-09-08,-.04,-.07
101,冕玫,2023-09-09,-.15,-.08
101,冕玫,2023-09-10,-.2,-.11
101,冕玫,2023-09-11,-.29,-.13
101,冕玫,2023-09-12,-.29,-.16
101,冕玫,2023-09-13,-.19,-.07
101,冕玫,2023-09-14,-.2,-.08
101,冕玫,2023-09-15,-.2,-.09
101,冕玫,2023-09-16,-.2,-.09
101,冕玫,2023-09-17,-.02,.06
101,冕玫,2023-09-18,-.01,.05
101,冕玫,2023-09-19,-.02,.04
101,冕玫,2023-09-20,.02,.07
101,冕玫,2023-09-21,-.05,.06
101,冕玫,2023-09-22,-.04,.06
101,冕玫,2023-09-23,-.03,.06
101,冕玫,2023-09-24,-.03,.06
101,冕玫,2023-09-25,.01,.07
101,冕玫,2023-09-26,-.09,.1
101,冕玫,2023-09-27,-.11,.12
101,冕玫,2023-09-28,-.1,.12
101,冕玫,2023-09-29,-.38,.11
101,冕玫,2023-09-30,-.46,.13
101,冕玫,2023-10-01,-.41,.13
101,冕玫,2023-10-02,-.38,.12
101,冕玫,2023-10-03,-.35,.12
101,冕玫,2023-10-04,-.51,.11
101,冕玫,2023-10-05,-.57,0
101,冕玫,2023-10-06,-.56,0
101,冕玫,2023-10-07,-.55,0
101,冕玫,2023-10-08,-.5,0
101,冕玫,2023-10-09,-.49,.02
101,冕玫,2023-10-10,-.5,.02
101,冕玫,2023-10-11,-.63,0
101,冕玫,2023-10-12,-.6,0
101,冕玫,2023-10-13,-.86,.01
101,冕玫,2023-10-14,-1.02,.02
101,冕玫,2023-10-15,-.99,.01
101,冕玫,2023-10-16,-.94,.01
101,冕玫,2023-10-17,-.9,.01
101,冕玫,2023-10-18,-.9,0
101,冕玫,2023-10-19,-.85,.01
101,冕玫,2023-10-20,-.83,.02
101,冕玫,2023-10-21,-.82,.02
101,冕玫,2023-10-22,-.79,.02
101,冕玫,2023-10-24,-.78,.04
101,冕玫,2023-10-25,-.67,.04
101,冕玫,2023-10-26,-.64,.08
101,冕玫,2023-10-27,-.54,.08
101,冕玫,2023-10-28,-.49,.08
101,冕玫,2023-10-29,-.45,.01
101,冕玫,2023-10-30,-.43,.02
101,冕玫,2023-10-31,-.4,.01
101,冕玫,2023-11-01,-.35,.02
101,冕玫,2023-11-02,-.31,.02
101,冕玫,2023-11-03,-.2,.06
101,冕玫,2023-11-04,0,0
101,冕玫,2023-11-05,-.09,-.04
101,冕玫,2023-11-06,.2,.04
101,冕玫,2023-11-07,.26,.06
101,冕玫,2023-11-08,.3,.05
101,冕玫,2023-11-09,.36,.07
101,冕玫,2023-11-10,.13,.07
101,冕玫,2023-11-11,.11,.08
101,冕玫,2023-11-12,.13,.09
101,冕玫,2023-11-13,.18,.12
101,冕玫,2023-11-14,.22,.12
101,冕玫,2023-11-15,.29,.12
101,冕玫,2023-11-16,.35,.15
101,冕玫,2023-11-17,.38,.16
101,冕玫,2023-11-18,.4,.17
101,冕玫,2023-11-19,.44,.17
101,冕玫,2023-11-20,.52,.18
101,冕玫,2023-11-21,.59,.18
101,冕玫,2023-11-22,.6,.18
101,冕玫,2023-11-23,.24,.19
101,冕玫,2023-11-24,.13,.19
101,冕玫,2023-11-25,.17,.2
101,冕玫,2023-11-26,.21,.2
101,冕玫,2023-11-27,.33,.17
101,冕玫,2023-11-28,.35,.1
101,冕玫,2023-11-29,.2,.08
101,冕玫,2023-11-30,.19,.09
101,冕玫,2023-12-01,.32,.1
101,冕玫,2023-12-02,.44,.11
101,冕玫,2023-12-03,.48,.12
101,冕玫,2023-12-04,.52,.12
101,冕玫,2023-12-05,.63,.12
101,冕玫,2023-12-06,.74,.15
101,冕玫,2023-12-07,.77,.15
101,冕玫,2023-12-08,.78,.15
101,冕玫,2023-12-09,.82,.06
101,冕玫,2023-12-10,1,.04
101,冕玫,2023-12-11,1.24,.02
101,冕玫,2023-12-12,1.28,.02
101,冕玫,2023-12-13,1.07,.03
101,冕玫,2023-12-14,1.31,.1
101,冕玫,2023-12-15,1.6,.22
101,冕玫,2023-12-16,1.44,.23
101,冕玫,2023-12-17,1.3,.24
101,冕玫,2023-12-18,1.4,.26
101,冕玫,2023-12-19,1.53,.27
101,冕玫,2023-12-20,1.47,.28
101,冕玫,2023-12-21,1.57,.22
101,冕玫,2023-12-22,1.54,.23
101,冕玫,2023-12-23,1.55,.25
101,冕玫,2023-12-24,1.66,.27
101,冕玫,2023-12-25,1.62,.31
101,冕玫,2023-12-26,1.46,.16
101,冕玫,2023-12-27,1.43,.13
101,冕玫,2023-12-28,1.42,.14
101,冕玫,2023-12-29,1.47,-.11
101,冕玫,2023-12-30,1.56,-.16
101,冕玫,2023-12-31,1.62,-.14
101,冕玫,2024-01-01,1.65,-.09
101,冕玫,2024-01-02,1.69,-.04
101,冕玫,2024-01-03,1.8,0
101,冕玫,2024-01-04,1.77,-.16
101,冕玫,2024-01-05,1.82,-.21
101,冕玫,2024-01-06,1.89,-.2
101,冕玫,2024-01-07,1.85,-.18
101,冕玫,2024-01-08,1.82,-.13
101,冕玫,2024-01-09,1.76,-.14
101,冕玫,2024-01-10,1.79,-.13
101,冕玫,2024-01-11,1.84,-.23
101,冕玫,2024-01-12,1.96,-.19
101,冕玫,2024-01-13,1.96,-.42
101,冕玫,2024-01-14,2.01,-.56
101,冕玫,2024-01-15,2.04,-.51
101,冕玫,2024-01-16,2.05,-.46
101,冕玫,2024-01-17,2.16,-.4
101,冕玫,2024-01-18,2.12,-.39
101,冕玫,2024-01-19,2.11,-.36
101,冕玫,2024-01-20,2.09,-.33
101,冕玫,2024-01-21,2.07,-.3
101,冕玫,2024-01-22,2.18,-.27
101,冕玫,2024-01-23,2.2,-.28
101,冕玫,2024-01-24,2.24,-.26
101,冕玫,2024-01-25,2.27,-.17
101,冕玫,2024-01-26,2.06,-.2
101,冕玫,2024-01-27,2.13,-.1
101,冕玫,2024-01-28,2.13,-.05
101,冕玫,2024-01-29,2.13,-.02
101,冕玫,2024-01-30,2.13,0
101,冕玫,2024-01-31,2.19,.03
101,冕玫,2024-02-01,2.13,.08
101,冕玫,2024-02-02,2.08,.14
101,冕玫,2024-02-03,1.94,.21
101,冕玫,2024-02-04,1.99,.25
101,冕玫,2024-02-05,1.93,.29
101,冕玫,2024-02-06,.99,.34
101,冕玫,2024-02-07,1.05,.41
101,冕玫,2024-02-08,1.16,.47
101,冕玫,2024-02-09,1.11,.52
101,冕玫,2024-02-10,1.1,.3
101,冕玫,2024-02-11,1.14,.29
101,冕玫,2024-02-12,1.17,.31
101,冕玫,2024-02-13,1.18,.36
101,冕玫,2024-02-14,1.2,.4
101,冕玫,2024-02-15,1.5,.54
101,冕玫,2024-02-16,1.31,.57
101,冕玫,2024-02-17,1.35,.6
101,冕玫,2024-02-18,1.46,.65
101,冕玫,2024-02-19,1.87,.8
101,冕玫,2024-02-20,1.88,.91
101,冕玫,2024-02-21,1.99,1.01
101,冕玫,2024-02-22,1.95,1.01
101,冕玫,2024-02-23,1.93,.71
101,冕玫,2024-02-24,1.98,.66
101,冕玫,2024-02-25,2.02,.74
101,冕玫,2024-02-26,2.05,.77
101,冕玫,2024-02-27,1.89,.85
101,冕玫,2024-02-28,1.83,.88
101,冕玫,2024-03-02,1.82,1.03
101,冕玫,2024-03-03,1.73,1.07
101,冕玫,2024-03-04,1.74,1.14
101,冕玫,2024-03-05,1.75,1.23
101,冕玫,2024-03-06,1.7,1.28
101,冕玫,2024-03-07,1.71,1.32
101,冕玫,2024-03-08,1.73,1.34
101,冕玫,2024-03-09,1.7,1.37
101,冕玫,2024-03-10,1.7,1.57
101,冕玫,2024-03-11,1.5,1.72
101,冕玫,2024-03-12,1.5,1.74
101,冕玫,2024-03-13,1.51,1.57
101,冕玫,2024-03-14,1.22,1.62
101,冕玫,2024-03-15,.41,1.57
101,冕玫,2024-03-16,.37,1.41
101,冕玫,2024-03-17,.37,1.25
101,冕玫,2024-03-18,.35,1.32
101,冕玫,2024-03-19,.4,1.41
101,冕玫,2024-03-20,.44,1.35
101,冕玫,2024-03-21,.44,1.43
101,冕玫,2024-03-22,.87,1.64
101,冕玫,2024-03-23,.91,1.64
101,冕玫,2024-03-24,.89,1.7
101,冕玫,2024-03-25,.95,1.7
101,冕玫,2024-03-26,1.21,1.71
101,冕玫,2024-03-27,1.19,1.68
101,冕玫,2024-03-28,1.18,1.67
101,冕玫,2024-03-29,1.18,1.69
101,冕玫,2024-03-30,.9,1.65
101,冕玫,2024-03-31,.77,1.62
101,冕玫,2024-04-01,.76,1.64
101,冕玫,2024-04-02,.74,1.65
101,冕玫,2024-04-03,.66,1.64
101,冕玫,2024-04-04,.65,1.63
101,冕玫,2024-04-05,.58,1.67
101,冕玫,2024-04-06,.51,1.67
101,冕玫,2024-04-07,.5,1.65
101,冕玫,2024-04-08,.49,1.63
101,冕玫,2024-04-09,.41,1.57
101,冕玫,2024-04-10,.36,1.57
101,冕玫,2024-04-11,.33,1.6
101,冕玫,2024-04-12,.24,1.55
101,冕玫,2024-04-13,.21,1.52
101,冕玫,2024-04-14,.11,1.45
101,冕玫,2024-04-15,.5,1.67
101,冕玫,2024-04-16,.48,1.63
101,冕玫,2024-04-17,.35,1.62
101,冕玫,2024-04-18,.3,1.6
101,冕玫,2024-04-20,.29,1.58
101,冕玫,2024-04-21,.24,1.54
101,冕玫,2024-04-22,.19,1.56
101,冕玫,2024-04-23,.16,1.52
101,冕玫,2024-04-24,.26,1.54
101,冕玫,2024-04-25,.23,1.51
101,冕玫,2024-04-26,.15,1.37
101,冕玫,2024-04-27,.13,1.39
101,冕玫,2024-04-28,.08,1.36
101,冕玫,2024-04-29,.01,1.3
101,冕玫,2024-04-30,-.02,1.29
101,冕玫,2024-05-01,-.02,1.26
101,冕玫,2024-05-02,-.04,1.19
101,冕玫,2024-05-03,-.08,1.06
101,冕玫,2024-05-04,-.08,1.07
101,冕玫,2024-05-05,.43,1.39
101,冕玫,2024-05-06,.49,.84
101,冕玫,2024-05-07,.42,.82
101,冕玫,2024-05-08,.4,.85
101,冕玫,2024-05-09,.36,.78
101,冕玫,2024-05-10,.34,.76
101,冕玫,2024-05-11,.6,.99
101,冕玫,2024-05-12,.56,.98
101,冕玫,2024-05-13,.43,.85
101,冕玫,2024-05-14,.38,.81
101,冕玫,2024-05-15,.67,1.21
101,冕玫,2024-05-16,.62,1.08
101,冕玫,2024-05-17,.58,1.03
101,冕玫,2024-05-18,.44,.98
101,冕玫,2024-05-19,.19,1
101,冕玫,2024-05-20,.15,1
101,冕玫,2024-05-21,.06,.99
101,冕玫,2024-05-22,.05,1
101,冕玫,2024-05-23,.04,.99
101,冕玫,2024-05-24,-.01,.94
101,冕玫,2024-05-25,-.08,.91
101,冕玫,2024-05-26,-.02,.97
101,冕玫,2024-05-27,-.03,.91
101,冕玫,2024-05-28,-.03,.88
101,冕玫,2024-05-29,-.04,.92
101,冕玫,2024-05-30,-.06,.89
101,冕玫,2024-05-31,-.09,.86
101,冕玫,2024-06-01,-.1,.85
101,冕玫,2024-06-02,-.14,.78
101,冕玫,2024-06-03,-.14,.76
101,冕玫,2024-06-04,-.14,.77
101,冕玫,2024-06-05,-.15,.75
101,冕玫,2024-06-06,-.17,.69
101,冕玫,2024-06-07,-.2,.68
101,冕玫,2024-06-08,-.22,.66
101,冕玫,2024-06-09,-.22,.63
101,冕玫,2024-06-10,-.24,.6
101,冕玫,2024-06-11,-.27,.43
101,冕玫,2024-06-12,-.31,.4
101,冕玫,2024-06-13,-.32,.38
101,冕玫,2024-06-14,-.09,.38
101,冕玫,2024-06-15,-.07,.01
101,冕玫,2024-06-16,-.08,-.01
101,冕玫,2024-06-17,-.11,-.04
101,冕玫,2024-06-18,-.19,-.11
101,冕玫,2024-06-19,-.25,-.14
101,冕玫,2024-06-20,-.29,-.17
101,冕玫,2024-06-21,-.34,-.21
101,冕玫,2024-06-22,-.39,-.07
101,冕玫,2024-06-23,-.42,-.08
101,冕玫,2024-06-24,-.46,-.12
101,冕玫,2024-06-25,-.61,-.21
101,冕玫,2024-06-26,-.83,-.31
101,冕玫,2024-06-27,-.87,-.37
101,冕玫,2024-06-28,-.91,-.39
101,冕玫,2024-06-29,-.66,-.21
101,冕玫,2024-06-30,-.02,.16
101,冕玫,2024-07-01,-.11,.07
