瘤痢,瘤痢疙,老矫,SPI3,SPI6
90,加檬,2023-01-01,0,0
90,加檬,2023-01-02,1.32,1.25
90,加檬,2023-01-03,1.27,1.29
90,加檬,2023-01-04,.9,1.37
90,加檬,2023-01-05,.53,1.42
90,加檬,2023-01-06,.05,1.46
90,加檬,2023-01-07,-.28,1.47
90,加檬,2023-01-08,-.27,1.48
90,加檬,2023-01-09,-.24,1.49
90,加檬,2023-01-10,-.21,1.54
90,加檬,2023-01-11,-.18,1.5
90,加檬,2023-01-12,-.14,1.53
90,加檬,2023-01-13,.01,1.48
90,加檬,2023-01-14,.27,1.56
90,加檬,2023-01-15,.67,1.68
90,加檬,2023-01-16,.69,1.7
90,加檬,2023-01-17,.68,1.71
90,加檬,2023-01-18,.7,1.75
90,加檬,2023-01-19,.71,1.78
90,加檬,2023-01-20,.71,1.8
90,加檬,2023-01-21,.7,1.51
90,加檬,2023-01-22,.71,1.48
90,加檬,2023-01-23,.54,1.47
90,加檬,2023-01-24,.21,1.52
90,加檬,2023-01-25,.21,1.54
90,加檬,2023-01-26,.22,1.6
90,加檬,2023-01-27,-.1,1.62
90,加檬,2023-01-28,-.16,1.63
90,加檬,2023-01-29,-.16,1.65
90,加檬,2023-01-30,-.15,1.65
90,加檬,2023-01-31,-.14,1.62
90,加檬,2023-02-01,-.1,1.64
90,加檬,2023-02-02,-.05,1.62
90,加檬,2023-02-03,-.04,1.66
90,加檬,2023-02-04,-.04,1.61
90,加檬,2023-02-05,-.05,1.66
90,加檬,2023-02-06,-.02,1.74
90,加檬,2023-02-07,.01,1.82
90,加檬,2023-02-08,.05,1.75
90,加檬,2023-02-09,.08,1.32
90,加檬,2023-02-10,.12,1.21
90,加檬,2023-02-11,.14,1.21
90,加檬,2023-02-12,.1,1.23
90,加檬,2023-02-13,.29,1.35
90,加檬,2023-02-14,.32,1.29
90,加檬,2023-02-15,.37,1.36
90,加檬,2023-02-16,.36,1.27
90,加檬,2023-02-17,.35,1.14
90,加檬,2023-02-18,.35,1.15
90,加檬,2023-02-19,.37,1.19
90,加檬,2023-02-20,.36,1.26
90,加檬,2023-02-21,.36,1.31
90,加檬,2023-02-22,.33,1.32
90,加檬,2023-02-23,.24,1.34
90,加檬,2023-02-24,.24,1.37
90,加檬,2023-02-25,.34,1.44
90,加檬,2023-02-26,.35,1.41
90,加檬,2023-02-27,.36,1.43
90,加檬,2023-02-28,.27,1.46
90,加檬,2023-03-01,.23,1.58
90,加檬,2023-03-02,.23,1.62
90,加檬,2023-03-03,.22,1.6
90,加檬,2023-03-04,.2,1.58
90,加檬,2023-03-05,.17,1.16
90,加檬,2023-03-06,.16,.81
90,加檬,2023-03-07,.17,.83
90,加檬,2023-03-08,.18,.83
90,加檬,2023-03-09,.19,.87
90,加檬,2023-03-10,.19,.93
90,加檬,2023-03-11,.19,.99
90,加檬,2023-03-12,.27,1.05
90,加檬,2023-03-13,.25,1.09
90,加檬,2023-03-14,.25,1.09
90,加檬,2023-03-15,.24,1.12
90,加檬,2023-03-16,.23,1.13
90,加檬,2023-03-17,.23,1.19
90,加檬,2023-03-18,.22,1.22
90,加檬,2023-03-19,.22,1.06
90,加檬,2023-03-20,.2,1.1
90,加檬,2023-03-21,.2,1.12
90,加檬,2023-03-22,.2,1.12
90,加檬,2023-03-23,.17,1.11
90,加檬,2023-03-24,.16,1.15
90,加檬,2023-03-25,.18,1.19
90,加檬,2023-03-26,.17,1.22
90,加檬,2023-03-27,.16,1.24
90,加檬,2023-03-28,.15,1.23
90,加檬,2023-03-29,.14,1.24
90,加檬,2023-03-30,.13,1.24
90,加檬,2023-03-31,.12,1.23
90,加檬,2023-04-01,.1,1.24
90,加檬,2023-04-02,.1,1.22
90,加檬,2023-04-03,.06,1.17
90,加檬,2023-04-04,.05,.76
90,加檬,2023-04-05,.42,.56
90,加檬,2023-04-06,.37,.11
90,加檬,2023-04-07,.35,-.17
90,加檬,2023-04-08,.37,-.15
90,加檬,2023-04-09,.35,-.13
90,加檬,2023-04-10,.32,-.13
90,加檬,2023-04-11,.39,-.07
90,加檬,2023-04-12,.35,-.04
90,加檬,2023-04-13,.13,-.03
90,加檬,2023-04-14,-.32,-.04
90,加檬,2023-04-15,-1.18,-.02
90,加檬,2023-04-16,-1.07,0
90,加檬,2023-04-17,-.97,.01
90,加檬,2023-04-18,-.8,.11
90,加檬,2023-04-19,-.88,.09
90,加檬,2023-04-20,-.88,.08
90,加檬,2023-04-21,-.89,.08
90,加檬,2023-04-22,-.88,.08
90,加檬,2023-04-23,-.89,-.12
90,加檬,2023-04-24,-.8,-.42
90,加檬,2023-04-25,-.78,-.42
90,加檬,2023-04-26,-.87,-.44
90,加檬,2023-04-27,-.9,-.76
90,加檬,2023-04-28,-.92,-.83
90,加檬,2023-04-29,-.89,-.83
90,加檬,2023-04-30,-.9,-.83
90,加檬,2023-05-01,-.98,-.8
90,加檬,2023-05-02,-.99,-.75
90,加檬,2023-05-03,-1.01,-.75
90,加檬,2023-05-04,-1.01,-.75
90,加檬,2023-05-05,-.83,-.66
90,加檬,2023-05-06,-.11,-.24
90,加檬,2023-05-07,-.18,-.23
90,加檬,2023-05-08,-.2,-.22
90,加檬,2023-05-09,-.21,-.21
90,加檬,2023-05-11,-.26,-.19
90,加檬,2023-05-12,-.29,-.25
90,加檬,2023-05-13,-.76,-.4
90,加檬,2023-05-14,-.81,-.39
90,加檬,2023-05-15,-.87,-.36
90,加檬,2023-05-16,-.88,-.36
90,加檬,2023-05-17,-.86,-.37
90,加檬,2023-05-18,-.82,-.36
90,加檬,2023-05-19,-.87,-.37
90,加檬,2023-05-20,-.87,-.37
90,加檬,2023-05-21,-.86,-.38
90,加檬,2023-05-22,-.89,-.41
90,加檬,2023-05-23,-.87,-.47
90,加檬,2023-05-24,-.81,-.49
90,加檬,2023-05-25,-.96,-.49
90,加檬,2023-05-26,-1,-.51
90,加檬,2023-05-27,-.9,-.43
90,加檬,2023-05-28,-.72,-.41
90,加檬,2023-05-29,-.68,-.37
90,加檬,2023-05-30,-.68,-.36
90,加檬,2023-05-31,-.7,-.38
90,加檬,2023-06-01,-.69,-.39
90,加檬,2023-06-02,-.69,-.4
90,加檬,2023-06-03,-.7,-.42
90,加檬,2023-06-04,-.7,-.43
90,加檬,2023-06-05,-.71,-.45
90,加檬,2023-06-06,-.71,-.46
90,加檬,2023-06-07,-.73,-.48
90,加檬,2023-06-08,-.77,-.49
90,加檬,2023-06-09,-.6,-.38
90,加檬,2023-06-10,-.3,-.19
90,加檬,2023-06-11,-.24,-.14
90,加檬,2023-06-12,-.33,-.15
90,加檬,2023-06-13,-.15,-.04
90,加檬,2023-06-14,-.15,-.05
90,加檬,2023-06-15,-.16,-.06
90,加檬,2023-06-16,-.17,-.07
90,加檬,2023-06-17,-.18,-.08
90,加檬,2023-06-18,-.24,-.12
90,加檬,2023-06-19,-.27,-.14
90,加檬,2023-06-20,-.3,-.18
90,加檬,2023-06-21,.09,.1
90,加檬,2023-06-22,.12,.12
90,加檬,2023-06-23,.09,.08
90,加檬,2023-06-24,.05,.04
90,加檬,2023-06-25,-.01,0
90,加檬,2023-06-26,.2,.17
90,加檬,2023-06-27,.3,.25
90,加檬,2023-06-28,.29,.24
90,加檬,2023-06-29,.59,.47
90,加檬,2023-06-30,.62,.48
90,加檬,2023-07-01,.54,.42
90,加檬,2023-07-02,.46,.36
90,加檬,2023-07-03,.42,.31
90,加檬,2023-07-04,.44,.33
90,加檬,2023-07-05,.33,.41
90,加檬,2023-07-06,.31,.37
90,加檬,2023-07-07,.27,.32
90,加檬,2023-07-08,.25,.31
90,加檬,2023-07-09,.39,.44
90,加檬,2023-07-10,.4,.43
90,加檬,2023-07-11,.32,.38
90,加檬,2023-07-12,.25,.3
90,加檬,2023-07-13,.28,.24
90,加檬,2023-07-14,.29,.07
90,加檬,2023-07-15,.23,-.28
90,加檬,2023-07-16,.16,-.33
90,加檬,2023-07-17,.14,-.33
90,加檬,2023-07-18,.04,-.35
90,加檬,2023-07-19,.01,-.4
90,加檬,2023-07-20,0,-.42
90,加檬,2023-07-21,-.01,-.44
90,加檬,2023-07-22,-.05,-.47
90,加檬,2023-07-23,-.05,-.48
90,加檬,2023-07-24,-.05,-.46
90,加檬,2023-07-25,-.12,-.54
90,加檬,2023-07-26,-.13,-.56
90,加檬,2023-07-27,-.18,-.6
90,加檬,2023-07-28,-.21,-.62
90,加檬,2023-07-29,-.23,-.63
90,加檬,2023-07-30,-.23,-.66
90,加檬,2023-07-31,-.27,-.7
90,加檬,2023-08-01,-.29,-.75
90,加檬,2023-08-02,-.33,-.78
90,加檬,2023-08-03,-.37,-.81
90,加檬,2023-08-04,-.39,-.81
90,加檬,2023-08-05,-.48,-.82
90,加檬,2023-08-06,-.45,-.52
90,加檬,2023-08-07,-.06,-.19
90,加檬,2023-08-08,-.09,-.22
90,加檬,2023-08-09,.06,-.07
90,加檬,2023-08-10,1.72,1.46
90,加檬,2023-08-11,1.7,1.45
90,加檬,2023-08-12,1.69,1.42
90,加檬,2023-08-13,1.71,1.31
90,加檬,2023-08-14,1.67,1.28
90,加檬,2023-08-15,1.6,1.22
90,加檬,2023-08-16,1.57,1.2
90,加檬,2023-08-17,1.55,1.18
90,加檬,2023-08-18,1.5,1.14
90,加檬,2023-08-19,1.46,1.06
90,加檬,2023-08-20,1.46,1.07
90,加檬,2023-08-21,1.44,1.05
90,加檬,2023-08-22,1.4,1.03
90,加檬,2023-08-23,1.6,1.24
90,加檬,2023-08-24,1.64,1.29
90,加檬,2023-08-25,1.65,1.27
90,加檬,2023-08-26,1.63,1.25
90,加檬,2023-08-27,1.54,1.2
90,加檬,2023-08-28,1.5,1.24
90,加檬,2023-08-29,1.47,1.22
90,加檬,2023-08-30,1.53,1.28
90,加檬,2023-08-31,1.48,1.22
90,加檬,2023-09-01,1.33,1.1
90,加檬,2023-09-02,1.26,.97
90,加檬,2023-09-03,1.24,.94
90,加檬,2023-09-04,1.23,.94
90,加檬,2023-09-05,1.2,.91
90,加檬,2023-09-06,1.19,.9
90,加檬,2023-09-07,1.14,.84
90,加檬,2023-09-08,1.15,.84
90,加檬,2023-09-09,1.1,.83
90,加檬,2023-09-10,1,.81
90,加檬,2023-09-11,.93,.76
90,加檬,2023-09-12,.9,.71
90,加檬,2023-09-13,1.09,.95
90,加檬,2023-09-14,1.11,.96
90,加檬,2023-09-15,1.09,.94
90,加檬,2023-09-16,1.09,.92
90,加檬,2023-09-17,1.17,1
90,加檬,2023-09-18,1.15,.97
90,加檬,2023-09-19,1.14,.96
90,加檬,2023-09-20,1.32,1.12
90,加檬,2023-09-21,1.19,1.1
90,加檬,2023-09-22,1.18,1.09
90,加檬,2023-09-23,1.21,1.1
90,加檬,2023-09-24,1.2,1.08
90,加檬,2023-09-25,1.24,1.09
90,加檬,2023-09-26,1.23,1.16
90,加檬,2023-09-27,1.24,1.19
90,加檬,2023-09-28,1.24,1.19
90,加檬,2023-09-29,1.12,1.19
90,加檬,2023-09-30,1.11,1.19
90,加檬,2023-10-01,1.13,1.19
90,加檬,2023-10-02,1.18,1.19
90,加檬,2023-10-03,1.19,1.17
90,加檬,2023-10-04,1.2,1.16
90,加檬,2023-10-05,1.14,1.06
90,加檬,2023-10-06,1.14,1.05
90,加檬,2023-10-07,1.16,1.05
90,加檬,2023-10-08,1.22,1.1
90,加檬,2023-10-09,1.11,1.1
90,加檬,2023-10-10,1.13,1.12
90,加檬,2023-10-11,1.18,1.1
90,加檬,2023-10-12,1.2,1.11
90,加檬,2023-10-13,1.17,1.1
90,加檬,2023-10-14,1.14,1.1
90,加檬,2023-10-15,1.16,1.1
90,加檬,2023-10-16,1.18,1.09
90,加檬,2023-10-17,1.19,1.08
90,加檬,2023-10-18,1.19,1.04
90,加檬,2023-10-19,1.22,1.05
90,加檬,2023-10-20,1.24,1.05
90,加檬,2023-10-21,1.25,1.05
90,加檬,2023-10-22,1.28,1.05
90,加檬,2023-10-24,1.3,1.01
90,加檬,2023-10-25,1.31,1.02
90,加檬,2023-10-26,1.34,1.02
90,加檬,2023-10-27,1.38,1.05
90,加檬,2023-10-28,1.38,1.05
90,加檬,2023-10-29,1.38,1.04
90,加檬,2023-10-30,1.39,1.04
90,加檬,2023-10-31,1.43,1.03
90,加檬,2023-11-01,1.46,1.02
90,加檬,2023-11-02,1.46,1.01
90,加檬,2023-11-03,1.59,1.1
90,加檬,2023-11-04,0,0
90,加檬,2023-11-05,1.72,1.14
90,加檬,2023-11-06,1.63,1.02
90,加檬,2023-11-07,1.44,1.04
90,加檬,2023-11-08,1.45,1.03
90,加檬,2023-11-09,1.37,1.04
90,加檬,2023-11-10,-.38,1.04
90,加檬,2023-11-11,-.39,1.04
90,加檬,2023-11-12,-.38,1.05
90,加檬,2023-11-13,-.33,1.06
90,加檬,2023-11-14,-.33,1.06
90,加檬,2023-11-15,-.27,1.04
90,加檬,2023-11-16,-.24,1.04
90,加檬,2023-11-17,-.18,1.05
90,加檬,2023-11-18,-.15,1.06
90,加檬,2023-11-19,-.1,1.08
90,加檬,2023-11-20,-.1,1.08
90,加檬,2023-11-21,-.04,1.09
90,加檬,2023-11-22,-.02,1.08
90,加檬,2023-11-23,-.33,1.09
90,加檬,2023-11-24,-.45,1.1
90,加檬,2023-11-25,-.45,1.1
90,加檬,2023-11-26,-.37,1.08
90,加檬,2023-11-27,-.27,1.05
90,加檬,2023-11-28,-.32,1
90,加檬,2023-11-29,-.32,.99
90,加檬,2023-11-30,-.38,.99
90,加檬,2023-12-01,-.28,.98
90,加檬,2023-12-02,-.14,1
90,加檬,2023-12-03,-.08,1.01
90,加檬,2023-12-04,-.06,1.01
90,加檬,2023-12-05,-.02,1.02
90,加檬,2023-12-06,0,1.03
90,加檬,2023-12-07,.06,1.04
90,加檬,2023-12-08,.05,1.06
90,加檬,2023-12-09,.08,1.01
90,加檬,2023-12-10,.26,1.01
90,加檬,2023-12-11,.75,1.21
90,加檬,2023-12-12,.84,1.26
90,加檬,2023-12-13,.45,1.21
90,加檬,2023-12-14,.66,1.34
90,加檬,2023-12-15,.88,1.47
90,加檬,2023-12-16,.84,1.49
90,加檬,2023-12-17,.84,1.49
90,加檬,2023-12-18,.88,1.49
90,加檬,2023-12-19,.91,1.49
90,加檬,2023-12-20,.58,1.49
90,加檬,2023-12-21,.6,1.38
90,加檬,2023-12-22,.61,1.37
90,加檬,2023-12-23,.61,1.4
90,加檬,2023-12-24,.64,1.43
90,加檬,2023-12-25,.65,1.46
90,加檬,2023-12-26,.54,1.4
90,加檬,2023-12-27,.49,1.36
90,加檬,2023-12-28,.49,1.37
90,加檬,2023-12-29,.51,1.26
90,加檬,2023-12-30,.53,1.28
90,加檬,2023-12-31,.69,1.37
90,加檬,2024-01-01,.7,1.42
90,加檬,2024-01-02,.7,1.45
90,加檬,2024-01-03,.73,1.48
90,加檬,2024-01-04,.76,1.52
90,加檬,2024-01-05,.83,1.49
90,加檬,2024-01-06,.88,1.53
90,加檬,2024-01-07,.89,1.54
90,加檬,2024-01-08,.77,1.54
90,加檬,2024-01-09,.79,1.45
90,加檬,2024-01-10,.8,1.47
90,加檬,2024-01-11,.81,1.53
90,加檬,2024-01-12,.89,1.57
90,加檬,2024-01-13,.9,1.54
90,加檬,2024-01-14,.89,1.47
90,加檬,2024-01-15,.9,1.49
90,加檬,2024-01-16,.92,1.51
90,加檬,2024-01-17,.91,1.52
90,加檬,2024-01-18,.93,1.56
90,加檬,2024-01-19,.94,1.58
90,加檬,2024-01-20,.99,1.63
90,加檬,2024-01-21,.99,1.67
90,加檬,2024-01-22,1,1.68
90,加檬,2024-01-23,1.07,1.71
90,加檬,2024-01-24,1.07,1.73
90,加檬,2024-01-25,1.08,1.75
90,加檬,2024-01-26,1.08,1.8
90,加檬,2024-01-27,1.06,1.8
90,加檬,2024-01-28,1.08,1.81
90,加檬,2024-01-29,1.09,1.83
90,加檬,2024-01-30,1.08,1.83
90,加檬,2024-01-31,1.08,1.86
90,加檬,2024-02-01,1.15,1.91
90,加檬,2024-02-02,1.19,1.95
90,加檬,2024-02-03,.98,1.99
90,加檬,2024-02-04,.82,1.98
90,加檬,2024-02-05,.91,2.08
90,加檬,2024-02-06,.87,1.97
90,加檬,2024-02-07,.93,1.8
90,加檬,2024-02-08,1,1.82
90,加檬,2024-02-09,1.03,1.75
90,加檬,2024-02-10,1.03,.07
90,加檬,2024-02-11,1.08,.09
90,加檬,2024-02-12,1.1,.11
90,加檬,2024-02-13,1.09,.14
90,加檬,2024-02-14,1.12,.16
90,加檬,2024-02-15,1.43,.41
90,加檬,2024-02-16,1.44,.44
90,加檬,2024-02-17,1.42,.46
90,加檬,2024-02-18,1.42,.49
90,加檬,2024-02-19,1.44,.58
90,加檬,2024-02-20,1.55,.69
90,加檬,2024-02-21,1.71,.86
90,加檬,2024-02-22,1.76,.9
90,加檬,2024-02-23,1.75,.68
90,加檬,2024-02-24,1.77,.6
90,加檬,2024-02-25,1.77,.62
90,加檬,2024-02-26,1.7,.63
90,加檬,2024-02-27,1.81,.68
90,加檬,2024-02-28,1.82,.65
90,加檬,2024-03-02,1.88,.88
90,加檬,2024-03-03,1.84,.89
90,加檬,2024-03-04,1.83,.9
90,加檬,2024-03-05,1.87,.98
90,加檬,2024-03-06,1.87,1.02
90,加檬,2024-03-07,1.91,1.03
90,加檬,2024-03-08,1.96,1.04
90,加檬,2024-03-09,1.95,1.07
90,加檬,2024-03-10,1.84,1.13
90,加檬,2024-03-11,1.36,1.18
90,加檬,2024-03-12,1.27,1.21
90,加檬,2024-03-13,1.26,.92
90,加檬,2024-03-14,.95,.91
90,加檬,2024-03-15,.57,.91
90,加檬,2024-03-16,.56,.87
90,加檬,2024-03-17,.56,.86
90,加檬,2024-03-18,.57,.89
90,加檬,2024-03-19,.7,.97
90,加檬,2024-03-20,.73,.72
90,加檬,2024-03-21,.74,.74
90,加檬,2024-03-22,.79,.76
90,加檬,2024-03-23,.76,.76
90,加檬,2024-03-24,.77,.79
90,加檬,2024-03-25,.88,.87
90,加檬,2024-03-26,1.09,.87
90,加檬,2024-03-27,1.11,.84
90,加檬,2024-03-28,1.11,.84
90,加檬,2024-03-29,1.1,.84
90,加檬,2024-03-30,1.05,.85
90,加檬,2024-03-31,.74,.84
90,加檬,2024-04-01,.73,.85
90,加檬,2024-04-02,.75,.85
90,加檬,2024-04-03,.7,.88
90,加檬,2024-04-04,.69,.9
90,加檬,2024-04-05,.67,.97
90,加檬,2024-04-06,.63,1
90,加檬,2024-04-07,.65,1
90,加檬,2024-04-08,.67,.89
90,加檬,2024-04-09,.66,.9
90,加檬,2024-04-10,.63,.88
90,加檬,2024-04-11,.64,.9
90,加檬,2024-04-12,.59,.95
90,加檬,2024-04-13,.57,.95
90,加檬,2024-04-14,.58,.95
90,加檬,2024-04-15,.65,.98
90,加檬,2024-04-16,.65,1
90,加檬,2024-04-17,.65,1
90,加檬,2024-04-18,.63,1
90,加檬,2024-04-20,.85,1.21
90,加檬,2024-04-21,1.01,1.29
90,加檬,2024-04-22,1.01,1.29
90,加檬,2024-04-23,.98,1.34
90,加檬,2024-04-24,.98,1.33
90,加檬,2024-04-25,.94,1.32
90,加檬,2024-04-26,.93,1.3
90,加檬,2024-04-27,.9,1.25
90,加檬,2024-04-28,.9,1.28
90,加檬,2024-04-29,.89,1.3
90,加檬,2024-04-30,.92,1.33
90,加檬,2024-05-01,.89,1.36
90,加檬,2024-05-02,.86,1.36
90,加檬,2024-05-03,.86,1.19
90,加檬,2024-05-04,.9,1.08
90,加檬,2024-05-05,.8,1.11
90,加檬,2024-05-06,.73,1.06
90,加檬,2024-05-07,.89,1.18
90,加檬,2024-05-08,.88,1.24
90,加檬,2024-05-09,.87,1.27
90,加檬,2024-05-10,.89,1.29
90,加檬,2024-05-11,.88,1.32
90,加檬,2024-05-12,.86,1.33
90,加檬,2024-05-13,.79,1.27
90,加檬,2024-05-14,.79,1.29
90,加檬,2024-05-15,.6,1.41
90,加檬,2024-05-16,.76,1.48
90,加檬,2024-05-17,.75,1.46
90,加檬,2024-05-18,.72,1.44
90,加檬,2024-05-19,.55,1.39
90,加檬,2024-05-20,.36,1.39
90,加檬,2024-05-21,.03,1.38
90,加檬,2024-05-22,-.08,1.4
90,加檬,2024-05-23,-.11,1.35
90,加檬,2024-05-24,-.14,1.27
90,加檬,2024-05-25,-.18,1.27
90,加檬,2024-05-26,-.2,1.27
90,加檬,2024-05-27,-.21,1.28
90,加檬,2024-05-28,-.18,1.28
90,加檬,2024-05-29,-.17,1.3
90,加檬,2024-05-30,-.18,1.3
90,加檬,2024-05-31,-.2,1.29
90,加檬,2024-06-01,-.17,1.31
90,加檬,2024-06-02,-.18,1.26
90,加檬,2024-06-03,-.19,1.24
90,加檬,2024-06-04,-.19,1.24
90,加檬,2024-06-05,-.28,1.23
90,加檬,2024-06-06,-.32,1.23
90,加檬,2024-06-07,-.37,1.23
90,加檬,2024-06-08,-.4,1.22
90,加檬,2024-06-09,-.38,1.22
90,加檬,2024-06-10,-.37,1.1
90,加檬,2024-06-11,-.37,.68
90,加檬,2024-06-12,-.42,.58
90,加檬,2024-06-13,-.43,.56
90,加檬,2024-06-14,-.3,.37
90,加檬,2024-06-15,-.19,.14
90,加檬,2024-06-16,-.2,.13
90,加檬,2024-06-17,-.21,.12
90,加檬,2024-06-18,-.27,.08
90,加檬,2024-06-19,-.43,.07
90,加檬,2024-06-20,-.5,.02
90,加檬,2024-06-21,-.52,.01
90,加檬,2024-06-22,-.48,.07
90,加檬,2024-06-23,-.3,.17
90,加檬,2024-06-24,-.34,.14
90,加檬,2024-06-25,-.51,.1
90,加檬,2024-06-26,-.88,0
90,加檬,2024-06-27,-.9,-.03
90,加檬,2024-06-28,-.92,-.04
90,加檬,2024-06-29,-.71,.07
90,加檬,2024-06-30,-.07,.27
90,加檬,2024-07-01,-.14,.21
90,加檬,2024-07-02,.18,.45
90,加檬,2024-07-03,.14,.4
90,加檬,2024-07-04,.07,.33
90,加檬,2024-07-05,.04,.29
90,加檬,2024-07-06,.03,.25
90,加檬,2024-07-07,0,.23
90,加檬,2024-07-08,-.01,.23
90,加檬,2024-07-09,-.06,.18
90,加檬,2024-07-10,-.06,.15
90,加檬,2024-07-11,-.12,.09
90,加檬,2024-07-12,-.17,.03
90,加檬,2024-07-13,-.19,0
90,加檬,2024-07-14,-.25,-.04
90,加檬,2024-07-15,-.36,-.09
90,加檬,2024-07-16,-.41,-.13
90,加檬,2024-07-17,-.2,.05
90,加檬,2024-07-18,-.17,.05
90,加檬,2024-07-19,-.21,.01
90,加檬,2024-07-20,-.48,-.05
90,加檬,2024-07-21,-.65,-.08
90,加檬,2024-07-22,-.68,-.11
90,加檬,2024-07-23,-.68,-.12
90,加檬,2024-07-24,-.76,-.16
90,加檬,2024-07-25,-.87,-.22
90,加檬,2024-07-26,-.85,-.25
90,加檬,2024-07-27,-.87,-.3
90,加檬,2024-07-28,-.84,-.28
90,加檬,2024-07-29,-.83,-.29
90,加檬,2024-07-30,-.83,-.31
90,加檬,2024-07-31,-.89,-.34
90,加檬,2024-08-01,-.89,-.4
90,加檬,2024-08-02,-.93,-.45
90,加檬,2024-08-03,-.97,-.47
90,加檬,2024-08-04,-.98,-.48
90,加檬,2024-08-05,-1.01,-.56
90,加檬,2024-08-06,-1.02,-.6
90,加檬,2024-08-07,-1.25,-.66
90,加檬,2024-08-08,-1.28,-.68
90,加檬,2024-08-09,-1.34,-.71
90,加檬,2024-08-10,-1.41,-.79
90,加檬,2024-08-11,-1.42,-.81
90,加檬,2024-08-12,-1.42,-.81
90,加檬,2024-08-13,-1.46,-.86
90,加檬,2024-08-14,-1.46,-.88
90,加檬,2024-08-15,-1.68,-1.16
90,加檬,2024-08-16,-1.81,-1.19
90,加檬,2024-08-17,-1.85,-1.24
90,加檬,2024-08-18,-1.87,-1.26
90,加檬,2024-08-19,-1.89,-1.33
90,加檬,2024-08-20,-1.79,-1.38
90,加檬,2024-08-21,-1.76,-1.54
90,加檬,2024-08-22,-1.75,-1.6
90,加檬,2024-08-23,-1.77,-1.66
90,加檬,2024-08-24,-1.75,-1.7
90,加檬,2024-08-25,-1.82,-1.8
90,加檬,2024-08-26,-1.86,-1.85
90,加檬,2024-08-27,-1.92,-1.93
90,加檬,2024-08-28,-1.94,-1.97
90,加檬,2024-08-29,-1.98,-2.01
90,加檬,2024-08-30,-1.98,-2.02
90,加檬,2024-08-31,-2.07,-2.12
90,加檬,2024-09-01,-2.04,-2.07
90,加檬,2024-09-02,-1.94,-1.91
90,加檬,2024-09-03,-1.97,-1.93
90,加檬,2024-09-04,-1.99,-1.95
90,加檬,2024-09-05,-2.01,-2.01
90,加檬,2024-09-06,-2.04,-2.05
90,加檬,2024-09-07,-1.96,-1.99
90,加檬,2024-09-08,-2.02,-1.98
90,加檬,2024-09-09,-2.06,-2.03
90,加檬,2024-09-10,-2.12,-2.08
90,加檬,2024-09-11,-2.17,-2.1
90,加檬,2024-09-12,-2.13,-2.08
90,加檬,2024-09-13,-2.08,-2.04
90,加檬,2024-09-14,-1.97,-1.95
90,加檬,2024-09-15,-1.8,-1.75
90,加檬,2024-09-16,-1.82,-1.75
90,加檬,2024-09-17,-1.88,-1.81
90,加檬,2024-09-18,-1.41,-1.44
90,加檬,2024-09-19,-1.42,-1.5
90,加檬,2024-09-20,-.72,-.9
90,加檬,2024-09-21,-.32,-.54
90,加檬,2024-09-22,-.12,-.34
90,加檬,2024-09-23,-.19,-.34
90,加檬,2024-09-24,-.2,-.36
90,加檬,2024-09-25,-.2,-.42
90,加檬,2024-09-26,-.14,-.5
90,加檬,2024-09-27,-.1,-.48
90,加檬,2024-09-28,-.1,-.49
90,加檬,2024-09-29,-.18,-.49
90,加檬,2024-09-30,-.46,-.49
90,加檬,2024-10-01,-.42,-.5
90,加檬,2024-10-02,-.61,-.5
90,加檬,2024-10-03,-.59,-.49
90,加檬,2024-10-04,-.58,-.5
90,加檬,2024-10-05,-.59,-.52
90,加檬,2024-10-06,-.59,-.52
90,加檬,2024-10-07,-.56,-.53
90,加檬,2024-10-08,-.4,-.4
90,加檬,2024-10-09,-.36,-.41
90,加檬,2024-10-10,-.37,-.42
90,加檬,2024-10-11,-.35,-.43
90,加檬,2024-10-12,-.33,-.47
90,加檬,2024-10-13,-.31,-.47
90,加檬,2024-10-14,-.25,-.47
90,加檬,2024-10-15,-.21,-.5
90,加檬,2024-10-16,-.18,-.5
90,加檬,2024-10-17,-.32,-.5
90,加檬,2024-10-18,-.11,-.31
90,加檬,2024-10-19,0,-.21
90,加檬,2024-10-20,.01,-.35
90,加檬,2024-10-21,.02,-.42
90,加檬,2024-10-22,.19,-.29
90,加檬,2024-10-23,.18,-.3
90,加檬,2024-10-24,.21,-.3
90,加檬,2024-10-25,.26,-.3
90,加檬,2024-10-26,.27,-.29
90,加檬,2024-10-27,.29,-.29
90,加檬,2024-10-28,.35,-.25
90,加檬,2024-10-29,.35,-.25
90,加檬,2024-10-30,.36,-.25
90,加檬,2024-10-31,.37,-.26
90,加檬,2024-11-01,.39,-.26
90,加檬,2024-11-02,.41,-.28
90,加檬,2024-11-03,.44,-.27
90,加檬,2024-11-04,.45,-.28
90,加檬,2024-11-05,.51,-.26
90,加檬,2024-11-06,.55,-.25
90,加檬,2024-11-07,.58,-.35
90,加檬,2024-11-08,.6,-.37
90,加檬,2024-11-09,.64,-.38
90,加檬,2024-11-10,.69,-.39
90,加檬,2024-11-11,.7,-.41
90,加檬,2024-11-12,.71,-.41
90,加檬,2024-11-13,.74,-.38
90,加檬,2024-11-14,.76,-.38
90,加檬,2024-11-15,.81,-.47
90,加檬,2024-11-16,.84,-.53
90,加檬,2024-11-17,.87,-.53
