region,infra_index,pipe_index,emergency_water_idx,water_resilience_index,coverage_rate_norm,water_budget_static_idx
춘천시,0.6765171416057228,0.5092548558316632,0.9019607843137256,0.3395574376354627,0.9398907103825139,0.6919219198652488
인제군,0.521583990587249,0.9580420216546564,0.0392156862745098,0.6106622450070794,0.0,1.0
속초시,0.4675581374046513,0.5788258263597827,0.3455291768447244,0.4134356838187493,1.0,0.0
철원군,0.4183778599840574,0.8882859168062298,0.1147601796329914,0.2987276797055456,0.7540983606557377,0.0360171631197827
홍천군,0.41553821286726444,0.8871351464730842,0.109097937748535,0.4984713082191573,0.03278688524590211,0.5501997866496434
원주시,0.39448380392003735,0.19502522205786088,0.6456899878709664,0.1734507586350149,0.8196721311475411,0.1385809198888034
강릉시,0.31974238730054383,0.0,0.3952205765882126,0.2829521390884347,0.8360655737704917,0.0844736470555803
